region_id,region_type,color,pixel_count,parent_id,local_bbox_min_x,local_bbox_min_y,local_bbox_max_x,local_bbox_max_y,local_center_x,local_center_y,local_seed_x,local_seed_y,global_bbox_min_x,global_bbox_min_y,global_bbox_max_x,global_bbox_max_y,global_center_x,global_center_y,global_seed_x,global_seed_y
TRT000027,ocean,#0f2578,21422,DST000008,0,0,598,65,336,21,343,21,4569,0,5167,65,4905,21,4912,21
TRT000028,land,#a2d08f,225,DST000016,0,0,54,16,30,10,30,10,4486,11,4540,27,4516,21,4516,21
TRT000029,ocean,#2e1374,247,DST000017,0,0,44,11,22,5,22,5,5018,16,5062,27,5040,21,5040,21
TRT000030,land,#d765e7,1606,DST000018,0,0,98,41,57,20,57,20,1208,15,1306,56,1265,35,1265,35
TRT000031,land,#6d0eac,21511,DST000019,0,0,440,187,238,80,238,80,1406,17,1846,204,1644,97,1644,97
TRT000032,ocean,#37057e,193,DST000020,0,0,35,13,18,5,18,5,1143,19,1178,32,1161,24,1161,24
TRT000033,land,#127e5c,551,DST000021,0,0,71,14,34,7,34,7,1550,19,1621,33,1584,26,1584,26
TRT000034,land,#67e4e6,1517,DST000022,0,0,88,46,45,24,45,24,3621,22,3709,68,3666,46,3666,46
TRT000035,land,#4157ac,11493,DST000023,0,0,278,77,135,39,135,39,951,24,1229,101,1086,63,1086,63
TRT000036,land,#cc5e7c,173,DST000024,0,0,49,17,20,9,20,9,1550,27,1599,44,1570,36,1570,36
TRT000037,land,#94144f,61,DST000025,0,0,37,8,18,4,18,4,2387,26,2424,34,2405,30,2405,30
TRT000038,land,#53e0a8,93,DST000026,0,0,34,18,16,9,16,9,2430,25,2464,43,2446,34,2446,34
TRT000039,ocean,#0e3992,195,DST000027,0,0,35,10,15,5,15,5,0,52,35,62,15,57,15,57
TRT000040,land,#4b6680,58,DST000028,0,0,18,15,9,8,9,8,4104,50,4122,65,4113,58,4113,58
TRT000041,ocean,#244688,76,DST000029,0,0,17,10,10,6,10,6,5614,54,5631,64,5624,60,5624,60
TRT000042,land,#986f85,107,DST000031,0,0,40,12,21,7,21,7,2377,59,2417,71,2398,66,2398,66
TRT000043,land,#c07c88,2127,DST000032,0,0,176,47,90,22,90,22,3084,61,3260,108,3174,83,3174,83
TRT000044,land,#1c253a,300,DST000033,0,0,42,24,19,11,19,11,3256,63,3298,87,3275,74,3275,74
TRT000045,land,#68478f,27381,DST000030,235,13,448,189,332,96,334,96,423,69,636,245,520,152,522,152
TRT000046,land,#0b547a,18271,DST000030,29,87,258,244,156,155,159,155,217,143,446,300,344,211,347,211
TRT000047,land,#513d48,18040,DST000030,0,0,246,111,143,58,143,57,188,56,434,167,331,114,331,113
TRT000048,ocean,#2910aa,95,DST000034,0,0,29,12,14,6,14,6,3733,70,3762,82,3747,76,3747,76
TRT000049,ocean,#184e7b,115,DST000035,0,0,42,18,22,8,22,8,1721,73,1763,91,1743,81,1743,81
TRT000050,land,#f465e5,273,DST000036,0,0,44,15,20,8,20,8,1958,72,2002,87,1978,80,1978,80
TRT000051,ocean,#0e219f,62,DST000037,0,0,29,11,15,6,15,6,749,75,778,86,764,81,764,81
TRT000052,ocean,#2f477d,51,DST000039,0,0,22,6,11,3,11,3,5445,77,5467,83,5456,80,5456,80
TRT000053,land,#7ca1a8,2940,DST000038,0,10,94,88,62,46,63,46,3145,87,3239,165,3207,123,3208,123
TRT000054,land,#5cd5a0,3592,DST000038,82,64,164,141,121,99,120,99,3227,141,3309,218,3266,176,3265,176
TRT000055,land,#2716b9,2794,DST000038,51,84,117,156,81,125,80,128,3196,161,3262,233,3226,202,3225,205
TRT000056,land,#643870,3109,DST000038,2,82,65,157,34,123,35,121,3147,159,3210,234,3179,200,3180,198
TRT000057,land,#c37147,2875,DST000038,76,0,140,68,106,33,108,33,3221,77,3285,145,3251,110,3253,110
TRT000058,land,#07befb,485,DST000040,0,0,52,25,27,13,27,13,1264,79,1316,104,1291,92,1291,92
TRT000059,ocean,#2327af,519,DST000041,0,0,45,40,21,16,21,16,1304,83,1349,123,1325,99,1325,99
TRT000060,ocean,#1f058f,183,DST000042,0,0,28,12,13,6,13,6,3572,85,3600,97,3585,91,3585,91
TRT000061,land,#9f93e2,90,DST000043,0,0,23,19,12,8,12,8,4014,91,4037,110,4026,99,4026,99
TRT000062,land,#21f79e,2479,DST000044,0,121,64,185,33,152,35,154,2990,213,3054,277,3023,244,3025,246
TRT000063,land,#5ec77b,2198,DST000044,17,162,86,214,53,188,54,189,3007,254,3076,306,3043,280,3044,281
TRT000064,land,#d4c302,2596,DST000044,55,102,122,174,84,138,85,137,3045,194,3112,266,3074,230,3075,229
TRT000065,land,#ada888,3313,DST000044,15,46,83,126,51,92,50,93,3005,138,3073,218,3041,184,3040,185
TRT000066,land,#88a51f,2695,DST000044,58,8,133,63,102,36,103,36,3048,100,3123,155,3092,128,3093,128
TRT000067,land,#79e596,2654,DST000044,76,50,154,107,111,76,110,76,3066,142,3144,199,3101,168,3100,168
TRT000068,land,#ad3401,3282,DST000044,133,0,202,75,162,34,163,34,3123,92,3192,167,3152,126,3153,126
TRT000069,land,#714b5c,4405,DST000048,0,0,150,72,64,38,64,38,0,94,150,166,64,132,64,132
TRT000070,ocean,#00476d,130,DST000049,0,0,45,14,22,6,22,6,1116,94,1161,108,1138,100,1138,100
TRT000071,land,#05762c,381,DST000050,0,0,34,16,17,8,17,8,1606,104,1640,120,1623,112,1623,112
TRT000072,land,#8a632a,4189,DST000051,0,77,69,162,37,123,40,121,2895,179,2964,264,2932,225,2935,223
TRT000073,land,#badf30,2383,DST000051,83,0,180,81,134,43,128,48,2978,102,3075,183,3029,145,3023,150
TRT000074,land,#abf78f,3462,DST000051,59,66,122,148,88,108,91,115,2954,168,3017,250,2983,210,2986,217
TRT000075,land,#7883a2,21918,DST000046,106,4,278,255,192,142,197,144,714,75,886,326,800,213,805,215
TRT000076,land,#b0eaa8,22778,DST000046,0,6,185,180,77,85,77,86,608,77,793,251,685,156,685,157
TRT000077,land,#38fb85,20865,DST000046,169,174,355,340,283,258,288,264,777,245,963,411,891,329,896,335
TRT000078,land,#c7b391,20104,DST000046,200,0,374,181,301,87,305,91,808,71,982,252,909,158,913,162
TRT000079,land,#732989,83,DST000052,0,0,41,17,22,8,22,8,1973,105,2014,122,1995,113,1995,113
TRT000080,land,#9c717a,14482,DST000047,136,146,300,318,219,235,228,239,1496,340,1660,512,1579,429,1588,433
TRT000081,land,#4edf22,11552,DST000047,240,129,380,265,311,189,317,188,1600,323,1740,459,1671,383,1677,382
TRT000082,land,#7929ed,5465,DST000047,434,106,519,194,478,157,482,158,1794,300,1879,388,1838,351,1842,352
TRT000083,land,#a89990,7596,DST000047,339,89,441,211,394,150,396,144,1699,283,1801,405,1754,344,1756,338
TRT000084,land,#4e527f,8033,DST000047,293,7,395,136,339,76,338,77,1653,201,1755,330,1699,270,1698,271
TRT000085,land,#5e6bd6,19482,DST000047,0,84,186,251,87,165,97,169,1360,278,1546,445,1447,359,1457,363
TRT000086,land,#ad50bb,9099,DST000047,209,0,313,149,268,70,268,68,1569,194,1673,343,1628,264,1628,262
TRT000087,land,#135726,5931,DST000047,391,36,502,135,445,87,448,88,1751,230,1862,329,1805,281,1808,282
TRT000088,land,#acd14e,3544,DST000047,503,105,583,189,540,149,544,149,1863,299,1943,383,1900,343,1904,343
TRT000089,land,#68d223,160,DST000053,0,0,37,13,18,6,18,6,1978,119,2015,132,1996,125,1996,125
TRT000090,land,#50f3f7,15409,DST000045,277,0,458,167,387,86,395,81,1226,46,1407,213,1336,132,1344,127
TRT000091,land,#fa1623,6709,DST000045,457,32,594,125,517,74,519,74,1406,78,1543,171,1466,120,1468,120
TRT000092,land,#9e1795,20973,DST000045,236,219,448,367,348,301,348,301,1185,265,1397,413,1297,347,1297,347
TRT000093,land,#df647a,26363,DST000045,30,47,278,203,151,117,171,110,979,93,1227,249,1100,163,1120,156
TRT000094,land,#1d4eba,38979,DST000045,0,146,239,360,118,272,125,261,949,192,1188,406,1067,318,1074,307
TRT000095,land,#aa7871,21409,DST000045,213,86,413,276,302,186,316,188,1162,132,1362,322,1251,232,1265,234
TRT000096,land,#0cf8cf,5669,DST000054,87,214,200,289,151,248,155,252,3393,426,3506,501,3457,460,3461,464
TRT000097,land,#15dc5c,6083,DST000054,101,130,200,217,159,175,154,182,3407,342,3506,429,3465,387,3460,394
TRT000098,land,#b943a2,5553,DST000054,190,216,278,316,229,259,231,265,3496,428,3584,528,3535,471,3537,477
TRT000099,land,#f1415a,6320,DST000054,196,123,312,219,244,166,241,172,3502,335,3618,431,3550,378,3547,384
TRT000100,land,#8fb697,5411,DST000054,0,80,116,176,69,134,69,134,3306,292,3422,388,3375,346,3375,346
TRT000101,land,#679e9a,7783,DST000054,178,48,304,143,235,101,229,101,3484,260,3610,355,3541,313,3535,313
TRT000102,land,#e13b8e,6384,DST000054,78,46,179,144,131,97,128,97,3384,258,3485,356,3437,309,3434,309
TRT000103,land,#24b908,5209,DST000054,130,0,235,93,181,45,181,42,3436,212,3541,305,3487,257,3487,254
TRT000104,land,#fbde82,8064,DST000055,85,141,202,258,143,202,146,207,3685,265,3802,382,3743,326,3746,331
TRT000105,land,#d3415f,11715,DST000055,0,98,128,256,67,181,71,180,3600,222,3728,380,3667,305,3671,304
TRT000106,land,#ddf955,12604,DST000055,91,0,247,153,172,85,176,87,3691,124,3847,277,3772,209,3776,211
TRT000107,land,#ef74de,7954,DST000055,177,90,305,201,238,155,240,159,3777,214,3905,325,3838,279,3840,283
TRT000108,land,#482c84,8661,DST000057,48,8,217,122,99,63,99,63,3294,87,3463,201,3345,142,3345,142
TRT000109,land,#eebd9b,2747,DST000057,142,53,246,108,210,83,193,68,3388,132,3492,187,3456,162,3439,147
TRT000110,land,#da1b01,3963,DST000057,16,0,104,100,56,37,52,35,3262,79,3350,179,3302,116,3298,114
TRT000111,land,#b1f6c0,6500,DST000057,137,89,247,191,187,133,188,136,3383,168,3493,270,3433,212,3434,215
TRT000112,land,#c3f2bb,7720,DST000057,52,111,166,239,115,165,114,164,3298,190,3412,318,3361,244,3360,243
TRT000113,land,#5cff1e,7435,DST000057,0,121,109,254,52,194,51,192,3246,200,3355,333,3298,273,3297,271
TRT000114,land,#38dc66,20192,DST000056,170,0,346,188,262,84,264,83,3962,19,4138,207,4054,103,4056,102
TRT000115,land,#6e6a43,18423,DST000056,0,8,179,191,90,99,89,96,3792,27,3971,210,3882,118,3881,115
TRT000116,land,#9a5528,21523,DST000056,56,119,257,316,157,212,157,209,3848,138,4049,335,3949,231,3949,228
TRT000117,land,#2ca00c,22623,DST000058,0,20,178,226,86,117,86,119,3488,100,3666,306,3574,197,3574,199
TRT000118,land,#67a889,15701,DST000058,117,0,303,162,208,66,207,64,3605,80,3791,242,3696,146,3695,144
TRT000119,land,#233a51,6517,DST000059,187,232,328,319,244,280,245,279,4153,317,4294,404,4210,365,4211,364
TRT000120,land,#f73cdf,8651,DST000059,89,187,206,311,151,251,152,253,4055,272,4172,396,4117,336,4118,338
TRT000121,land,#b0368a,10952,DST000059,79,0,217,174,151,99,145,107,4045,85,4183,259,4117,184,4111,192
TRT000122,land,#06e135,8939,DST000059,128,101,258,230,200,167,200,169,4094,186,4224,315,4166,252,4166,254
TRT000123,land,#a94a2c,9323,DST000059,0,138,132,275,72,206,68,212,3966,223,4098,360,4038,291,4034,297
TRT000124,land,#6638a4,5489,DST000059,207,170,319,278,264,225,268,225,4173,255,4285,363,4230,310,4234,310
TRT000125,land,#48da04,14445,DST000060,120,253,289,394,200,324,201,323,4258,253,4427,394,4338,324,4339,323
TRT000126,land,#e1f152,15300,DST000060,44,126,201,293,131,208,137,208,4182,126,4339,293,4269,208,4275,208
TRT000127,land,#6ba8df,10789,DST000060,87,0,239,111,163,43,165,40,4225,0,4377,111,4301,43,4303,40
TRT000128,land,#dba849,11311,DST000060,135,53,283,187,213,125,217,122,4273,53,4421,187,4351,125,4355,122
TRT000129,land,#372dd3,11645,DST000060,193,158,313,308,255,230,257,228,4331,158,4451,308,4393,230,4395,228
TRT000130,land,#70311a,16873,DST000060,0,0,138,182,63,85,66,87,4138,0,4276,182,4201,85,4204,87
TRT000131,land,#10495b,13187,DST000061,190,0,335,135,267,72,262,74,4594,123,4739,258,4671,195,4666,197
TRT000132,land,#f54ab8,8663,DST000061,80,49,206,178,146,109,138,111,4484,172,4610,301,4550,232,4542,234
TRT000133,land,#433e81,8856,DST000061,131,109,250,233,204,172,201,176,4535,232,4654,356,4608,295,4605,299
TRT000134,land,#d9cb7c,9865,DST000061,90,187,263,280,165,242,172,244,4494,310,4667,403,4569,365,4576,367
TRT000135,land,#d05c4a,5604,DST000061,0,186,110,266,51,225,62,228,4404,309,4514,389,4455,348,4466,351
TRT000136,land,#c7c8c5,7145,DST000061,24,93,129,199,73,153,70,155,4428,216,4533,322,4477,276,4474,278
TRT000137,land,#6470c9,11500,DST000061,244,110,356,270,298,182,298,182,4648,233,4760,393,4702,305,4702,305
TRT000138,lake,#222571,851,DST000065,0,0,81,32,37,15,37,15,891,124,972,156,928,139,928,139
TRT000139,land,#b5d568,23821,DST000063,0,0,214,227,97,85,89,69,4357,0,4571,227,4454,85,4446,69
TRT000140,land,#af97f0,30781,DST000063,119,15,382,217,249,99,232,105,4476,15,4739,217,4606,99,4589,105
TRT000141,land,#36c7da,3511,DST000066,0,0,140,48,71,25,71,25,2460,132,2600,180,2531,157,2531,157
TRT000142,land,#a50724,91,DST000067,0,0,21,14,10,7,10,7,2458,134,2479,148,2468,141,2468,141
TRT000143,land,#ae95f1,1539,DST000068,0,0,104,42,44,23,44,23,1451,142,1555,184,1495,165,1495,165
TRT000144,land,#d154e6,9980,DST000064,158,160,310,334,221,251,217,254,5252,200,5404,374,5315,291,5311,294
TRT000145,land,#5b9c6c,22575,DST000064,0,0,137,208,61,100,59,96,5094,40,5231,248,5155,140,5153,136
TRT000146,land,#d664ab,31203,DST000064,291,36,537,195,406,108,396,108,5385,76,5631,235,5500,148,5490,148
TRT000147,land,#59da5f,24881,DST000064,105,20,291,210,199,106,186,111,5199,60,5385,250,5293,146,5280,151
TRT000148,ocean,#373773,12083,DST000069,0,0,293,188,139,107,139,107,2988,142,3281,330,3127,249,3127,249
TRT000149,land,#591577,12415,DST000062,43,207,204,317,133,267,135,272,4761,224,4922,334,4851,284,4853,289
TRT000150,land,#6dafa6,13005,DST000062,94,62,228,217,161,150,158,151,4812,79,4946,234,4879,167,4876,168
TRT000151,land,#c213af,15075,DST000062,0,0,177,132,77,66,81,65,4718,17,4895,149,4795,83,4799,82
TRT000152,land,#b92868,11360,DST000062,4,115,120,279,59,188,56,190,4722,132,4838,296,4777,205,4774,207
TRT000153,land,#3d2e03,15855,DST000062,149,307,312,487,232,389,225,401,4867,324,5030,504,4950,406,4943,418
TRT000154,land,#505e2d,12036,DST000062,193,181,374,319,256,233,259,252,4911,198,5092,336,4974,250,4977,269
TRT000155,land,#79c430,14917,DST000062,178,21,300,181,248,100,255,110,4896,38,5018,198,4966,117,4973,127
TRT000156,land,#801b54,9149,DST000062,43,303,206,409,131,344,129,348,4761,320,4924,426,4849,361,4847,365
TRT000157,land,#201b85,14974,DST000062,299,16,391,229,342,117,344,111,5017,33,5109,246,5060,134,5062,128
TRT000158,lake,#300b80,64,DST000070,0,0,19,10,9,5,9,5,911,146,930,156,920,151,920,151
TRT000159,land,#f403a9,426,DST000071,0,0,42,18,21,9,21,9,1592,149,1634,167,1613,158,1613,158
TRT000160,ocean,#312969,50,DST000072,0,0,24,10,12,5,12,5,140,176,164,186,152,181,152,181
TRT000161,ocean,#353c7f,148,DST000073,0,0,30,12,14,6,14,6,1502,187,1532,199,1516,193,1516,193
TRT000162,lake,#3341ad,569,DST000074,0,0,62,26,32,15,32,15,990,194,1052,220,1022,209,1022,209
TRT000163,land,#3655cd,81,DST000075,0,0,15,12,7,6,7,6,1559,196,1574,208,1566,202,1566,202
TRT000164,lake,#3438a7,530,DST000076,0,0,44,28,22,13,22,13,3286,207,3330,235,3308,220,3308,220
TRT000165,ocean,#324c64,82,DST000077,0,0,22,8,12,4,12,4,199,228,221,236,211,232,211,232
TRT000166,land,#b69a3b,146,DST000078,0,0,30,20,15,9,15,9,633,235,663,255,648,244,648,244
TRT000167,land,#1fbfa6,182,DST000079,0,0,28,29,15,15,15,15,675,238,703,267,690,253,690,253
TRT000168,land,#d346b8,130,DST000080,0,0,25,33,13,18,13,18,696,239,721,272,709,257,709,257
TRT000169,land,#ef658a,1283,DST000081,0,0,69,32,36,14,36,14,3184,240,3253,272,3220,254,3220,254
TRT000170,land,#f7d008,63,DST000082,0,0,20,10,10,5,10,5,663,250,683,260,673,255,673,255
TRT000171,land,#192245,4520,DST000083,10,59,118,136,64,102,64,102,2735,310,2843,387,2789,353,2789,353
TRT000172,land,#e2ce6b,2875,DST000083,0,0,66,73,31,38,31,38,2725,251,2791,324,2756,289,2756,289
TRT000173,land,#d3edba,1939,DST000084,0,0,112,36,61,18,61,18,3145,265,3257,301,3206,283,3206,283
TRT000174,land,#70cc1e,316,DST000085,0,0,62,54,31,24,31,24,718,266,780,320,749,290,749,290
TRT000175,ocean,#311e8c,56,DST000086,0,0,14,9,8,5,8,5,2966,271,2980,280,2974,276,2974,276
TRT000176,land,#838592,51,DST000087,0,0,15,24,9,10,9,10,692,267,707,291,701,277,701,277
TRT000177,land,#d60ae2,566,DST000088,0,0,42,36,18,17,18,17,2944,279,2986,315,2962,296,2962,296
TRT000178,land,#f86193,1921,DST000089,0,0,86,39,43,17,43,17,3146,290,3232,329,3189,307,3189,307
TRT000179,land,#2ce7b9,3401,DST000090,76,0,145,76,103,39,105,40,3256,294,3325,370,3283,333,3285,334
TRT000180,land,#a23943,3492,DST000090,0,1,79,72,47,43,50,42,3180,295,3259,366,3227,337,3230,336
TRT000181,land,#26d194,65,DST000091,0,0,23,26,11,13,11,13,726,288,749,314,737,301,737,301
TRT000182,ocean,#083a71,99,DST000092,0,0,32,15,15,6,15,6,269,297,301,312,284,303,284,303
TRT000183,land,#bee0e2,85,DST000093,0,0,18,16,10,7,10,7,2990,298,3008,314,3000,305,3000,305
TRT000184,lake,#15448f,669,DST000094,0,0,93,67,59,37,59,37,4443,300,4536,367,4502,337,4502,337
TRT000185,land,#7d3489,304,DST000095,0,0,46,14,24,8,24,8,3126,308,3172,322,3150,316,3150,316
TRT000186,land,#75580b,322,DST000096,0,0,38,19,19,10,19,10,2690,308,2728,327,2709,318,2709,318
TRT000187,ocean,#1e4c68,68,DST000097,0,0,24,9,12,4,12,4,234,312,258,321,246,316,246,316
TRT000188,ocean,#0b006b,73,DST000098,0,0,20,17,9,10,9,10,2971,305,2991,322,2980,315,2980,315
TRT000189,land,#9b2a66,7238,DST000099,0,102,105,186,56,140,63,141,3737,408,3842,492,3793,446,3800,447
TRT000190,land,#fe1d4a,7004,DST000099,99,0,180,100,142,52,145,56,3836,306,3917,406,3879,358,3882,362
TRT000191,land,#6ce647,6847,DST000099,0,16,108,104,62,66,64,65,3737,322,3845,410,3799,372,3801,371
TRT000192,land,#5217b3,5114,DST000099,105,99,178,176,143,135,148,143,3842,405,3915,482,3880,441,3885,449
TRT000193,land,#ca4977,3646,DST000099,93,162,178,230,140,193,141,197,3830,468,3915,536,3877,499,3878,503
TRT000194,land,#01e2e2,7170,DST000100,0,94,79,209,37,147,36,142,3914,402,3993,517,3951,455,3950,450
TRT000195,land,#32a585,7553,DST000100,73,97,177,202,121,152,121,149,3987,405,4091,510,4035,460,4035,457
TRT000196,land,#1061fc,6544,DST000100,50,15,148,112,96,65,91,61,3964,323,4062,420,4010,373,4005,369
TRT000197,land,#e49009,4436,DST000100,2,0,61,97,28,54,24,49,3916,308,3975,405,3942,362,3938,357
TRT000198,land,#f07dd7,6773,DST000100,135,63,264,158,192,103,190,101,4049,371,4178,466,4106,411,4104,409
TRT000199,land,#f6f7a4,4667,DST000101,58,77,167,163,115,118,121,123,3603,441,3712,527,3660,482,3666,487
TRT000200,land,#aec5e7,6208,DST000101,0,0,105,83,61,41,62,51,3545,364,3650,447,3606,405,3607,415
TRT000201,land,#6156d5,7104,DST000101,106,3,198,100,152,52,148,51,3651,367,3743,464,3697,416,3693,415
TRT000202,land,#06803e,3734,DST000102,56,0,140,70,99,39,97,39,2966,311,3050,381,3009,350,3007,350
TRT000203,land,#dda868,3472,DST000102,0,2,68,87,36,48,35,51,2910,313,2978,398,2946,359,2945,362
TRT000204,land,#351814,2290,DST000102,8,64,74,121,49,94,53,95,2918,375,2984,432,2959,405,2963,406
TRT000205,land,#213177,1814,DST000102,72,66,122,120,91,93,93,94,2982,377,3032,431,3001,404,3003,405
TRT000206,land,#3d384b,2687,DST000103,91,7,155,72,125,34,124,33,3129,322,3193,387,3163,349,3162,348
TRT000207,land,#736179,2639,DST000103,61,36,143,90,99,66,99,66,3099,351,3181,405,3137,381,3137,381
TRT000208,land,#cedc27,2202,DST000103,31,0,95,57,66,23,62,21,3069,315,3133,372,3104,338,3100,336
TRT000209,land,#006aeb,2577,DST000103,0,9,64,75,31,42,33,44,3038,324,3102,390,3069,357,3071,359
TRT000210,land,#b34151,1643,DST000104,0,0,66,50,33,26,33,26,2655,316,2721,366,2688,342,2688,342
TRT000211,lake,#290688,433,DST000105,0,0,37,35,17,17,17,17,1263,328,1300,363,1280,345,1280,345
TRT000212,land,#1346bc,1790,DST000106,0,0,40,122,16,54,16,54,5034,331,5074,453,5050,385,5050,385
TRT000213,land,#5d61a4,900,DST000107,0,0,50,42,26,18,26,18,2878,336,2928,378,2904,354,2904,354
TRT000214,land,#9f819c,2530,DST000108,154,0,218,60,181,30,183,31,3317,354,3381,414,3344,384,3346,385
TRT000215,land,#d26aba,3093,DST000108,92,3,157,63,126,34,130,36,3255,357,3320,417,3289,388,3293,390
TRT000216,land,#2cf28d,4418,DST000108,0,6,92,71,51,39,54,39,3163,360,3255,425,3214,393,3217,393
TRT000217,land,#bd781a,2485,DST000108,144,50,208,99,175,76,171,77,3307,404,3371,453,3338,430,3334,431
TRT000218,land,#6cae1b,1579,DST000108,89,51,146,110,120,78,119,83,3252,405,3309,464,3283,432,3282,437
TRT000219,land,#c8aa4e,3193,DST000108,201,30,281,91,237,59,236,59,3364,384,3444,445,3400,413,3399,413
TRT000220,land,#b8ef15,2135,DST000110,0,0,90,63,46,40,46,40,1887,368,1977,431,1933,408,1933,408
TRT000221,land,#cb9f7d,715,DST000111,0,0,59,30,32,13,32,13,2856,367,2915,397,2888,380,2888,380
TRT000222,land,#14205f,7203,DST000109,252,25,358,127,310,71,308,72,4443,383,4549,485,4501,429,4499,430
TRT000223,land,#817977,7787,DST000109,355,29,502,139,409,76,407,76,4546,387,4693,497,4600,434,4598,434
TRT000224,land,#03aff3,7234,DST000109,112,61,230,154,173,112,175,113,4303,419,4421,512,4364,470,4366,471
TRT000225,land,#e77640,7477,DST000109,141,0,261,98,204,48,205,48,4332,358,4452,456,4395,406,4396,406
TRT000226,land,#b1ff73,6789,DST000109,225,81,358,163,279,127,280,129,4416,439,4549,521,4470,485,4471,487
TRT000227,land,#0986c6,8812,DST000109,0,20,145,121,82,65,83,66,4191,378,4336,479,4273,423,4274,424
TRT000228,land,#c14a1a,3496,DST000112,102,0,157,84,127,43,134,47,2844,374,2899,458,2869,417,2876,421
TRT000229,land,#017981,4082,DST000112,48,67,131,136,93,104,97,104,2790,441,2873,510,2835,478,2839,478
TRT000230,land,#f4081e,1506,DST000112,151,20,201,69,172,44,175,42,2893,394,2943,443,2914,418,2917,416
TRT000231,land,#90f483,2554,DST000112,129,68,192,124,158,97,163,97,2871,442,2934,498,2900,471,2905,471
TRT000232,land,#fc1ca9,3958,DST000112,0,1,103,87,65,48,70,46,2742,375,2845,461,2807,422,2812,420
TRT000233,land,#c06fc4,2017,DST000113,0,0,101,37,47,19,47,19,3008,375,3109,412,3055,394,3055,394
TRT000234,land,#9d5ea6,570,DST000114,0,0,74,39,37,19,37,19,815,378,889,417,852,397,852,397
TRT000235,land,#f7d021,125,DST000115,0,0,35,12,17,7,17,7,1814,392,1849,404,1831,399,1831,399
TRT000236,land,#8a4a37,1154,DST000116,0,0,86,28,40,13,40,13,3081,397,3167,425,3121,410,3121,410
TRT000237,land,#74c7f0,4661,DST000117,0,0,202,89,112,43,112,43,1653,402,1855,491,1765,445,1765,445
TRT000238,land,#e0e926,2013,DST000118,0,0,118,39,72,21,72,21,2965,407,3083,446,3037,428,3037,428
