region_type,region_id,parent_id,color,local_x,local_y,global_x,global_y,bbox_local,bbox,density_multiplier
ocean,TRT000017-PRV000005,TRT000017,#01078c,101.38,210.07,1904.38,287.07,"[33, 166, 157, 274]","[1836, 243, 1960, 351]",1.0
ocean,TRT000018-PRV000001,TRT000018,#061477,60.69,15.71,1618.69,15.71,"[0, 0, 105, 52]","[1558, 0, 1663, 52]",1.0
ocean,TRT000018-PRV000002,TRT000018,#0f23ac,149.41,29.43,1707.41,29.43,"[97, 0, 200, 74]","[1655, 0, 1758, 74]",1.0
ocean,TRT000018-PRV000003,TRT000018,#253896,242.0,53.07,1800.0,53.07,"[187, 0, 300, 119]","[1745, 0, 1858, 119]",1.0
ocean,TRT000018-PRV000004,TRT000018,#354471,344.72,62.35,1902.72,62.35,"[288, 0, 451, 142]","[1846, 0, 2009, 142]",1.0
ocean,TRT000018-PRV000005,TRT000018,#302682,274.58,161.72,1832.58,161.72,"[193, 100, 343, 224]","[1751, 100, 1901, 224]",1.0
land,TRT000022-PRV000001,TRT000022,#a2a766,21.88,8.85,4558.88,11.85,"[0, 0, 47, 17]","[4537, 3, 4584, 20]",0.85
land,TRT000023-PRV000001,TRT000023,#a7bb7a,69.1,23.28,917.1,29.28,"[0, 0, 160, 54]","[848, 6, 1008, 60]",0.25
ocean,TRT000020-PRV000001,TRT000020,#07236a,374.19,84.02,3546.19,84.02,"[319, 37, 429, 127]","[3491, 37, 3601, 127]",1.0
ocean,TRT000020-PRV000002,TRT000020,#2708ac,398.76,26.09,3570.76,26.09,"[349, 0, 451, 70]","[3521, 0, 3623, 70]",1.0
ocean,TRT000020-PRV000003,TRT000020,#023fa3,296.35,45.26,3468.35,45.26,"[249, 0, 354, 101]","[3421, 0, 3526, 101]",1.0
ocean,TRT000020-PRV000004,TRT000020,#33357d,258.36,134.3,3430.36,134.3,"[166, 96, 341, 174]","[3338, 96, 3513, 174]",1.0
ocean,TRT000020-PRV000005,TRT000020,#2226af,194.91,45.69,3366.91,45.69,"[131, 0, 256, 104]","[3303, 0, 3428, 104]",1.0
ocean,TRT000020-PRV000006,TRT000020,#282179,68.89,33.31,3240.89,33.31,"[0, 0, 138, 83]","[3172, 0, 3310, 83]",1.0
ocean,TRT000021-PRV000001,TRT000021,#3b1c7c,210.12,41.75,3809.12,41.75,"[119, 0, 298, 105]","[3718, 0, 3897, 105]",1.0
ocean,TRT000021-PRV000002,TRT000021,#1d3eb0,104.83,71.41,3703.83,71.41,"[49, 19, 171, 106]","[3648, 19, 3770, 106]",1.0
ocean,TRT000021-PRV000003,TRT000021,#38109d,406.83,32.09,4005.83,32.09,"[283, 0, 580, 136]","[3882, 0, 4179, 136]",1.0
ocean,TRT000021-PRV000004,TRT000021,#290c99,33.33,48.33,3632.33,48.33,"[0, 0, 97, 106]","[3599, 0, 3696, 106]",1.0
ocean,TRT000024-PRV000001,TRT000024,#251b7d,10.43,3.1,4578.43,9.1,"[0, 0, 23, 8]","[4568, 6, 4591, 14]",0.55
ocean,TRT000025-PRV000001,TRT000025,#014d82,525.93,18.43,5094.93,18.43,"[459, 0, 584, 44]","[5028, 0, 5153, 44]",1.0
ocean,TRT000025-PRV000002,TRT000025,#04259a,368.45,26.52,4937.45,26.52,"[286, 0, 462, 66]","[4855, 0, 5031, 66]",1.0
ocean,TRT000025-PRV000003,TRT000025,#00268b,166.72,14.75,4735.72,14.75,"[0, 0, 293, 62]","[4569, 0, 4862, 62]",1.0
land,TRT000027-PRV000001,TRT000027,#ca1b65,34.01,13.64,1351.01,25.64,"[0, 0, 84, 36]","[1317, 12, 1401, 48]",0.25
ocean,TRT000028-PRV000001,TRT000028,#08048d,31.28,9.65,4516.28,20.65,"[0, 0, 56, 17]","[4485, 11, 4541, 28]",0.85
ocean,TRT000026-PRV000001,TRT000026,#013972,239.45,42.52,5384.45,42.52,"[188, 0, 283, 88]","[5333, 0, 5428, 88]",1.0
ocean,TRT000026-PRV000002,TRT000026,#3a1467,331.33,41.78,5476.33,41.78,"[283, 0, 382, 97]","[5428, 0, 5527, 97]",1.0
ocean,TRT000026-PRV000003,TRT000026,#22167a,434.62,40.79,5579.62,40.79,"[382, 0, 487, 93]","[5527, 0, 5632, 93]",1.0
ocean,TRT000026-PRV000004,TRT000026,#072676,60.77,29.27,5205.77,29.27,"[0, 0, 112, 65]","[5145, 0, 5257, 65]",1.0
ocean,TRT000026-PRV000005,TRT000026,#0a3a65,157.05,32.57,5302.05,32.57,"[112, 0, 204, 83]","[5257, 0, 5349, 83]",1.0
ocean,TRT000029-PRV000001,TRT000029,#231779,22.4,5.43,5040.4,21.43,"[0, 0, 45, 12]","[5018, 16, 5063, 28]",0.25
land,TRT000030-PRV000001,TRT000030,#1c8298,56.74,19.74,1264.74,34.74,"[0, 0, 99, 42]","[1208, 15, 1307, 57]",0.25
ocean,TRT000032-PRV000001,TRT000032,#01369f,18.4,4.73,1161.4,23.73,"[0, 0, 36, 14]","[1143, 19, 1179, 33]",0.25
land,TRT000033-PRV000001,TRT000033,#a0293f,33.66,8.2,1583.66,26.2,"[0, 0, 72, 16]","[1550, 18, 1622, 34]",0.55
land,TRT000031-PRV000001,TRT000031,#0aeddf,303.83,94.16,1709.83,111.16,"[207, 20, 441, 172]","[1613, 37, 1847, 189]",0.25
land,TRT000031-PRV000002,TRT000031,#893280,233.35,112.38,1639.35,129.38,"[204, 59, 256, 148]","[1610, 76, 1662, 165]",0.25
land,TRT000031-PRV000003,TRT000031,#7d1fb9,349.76,156.74,1755.76,173.74,"[300, 116, 397, 188]","[1706, 133, 1803, 205]",0.25
land,TRT000031-PRV000004,TRT000031,#ab0100,235.0,51.0,1641.0,68.0,"[235, 51, 236, 52]","[1641, 68, 1642, 69]",0.25
land,TRT000031-PRV000005,TRT000031,#79e1e5,106.38,33.98,1512.38,50.98,"[0, 0, 216, 66]","[1406, 17, 1622, 83]",0.25
land,TRT000034-PRV000001,TRT000034,#4e7930,45.06,23.99,3666.06,45.99,"[0, 0, 89, 46]","[3621, 22, 3710, 68]",0.25
land,TRT000035-PRV000001,TRT000035,#9fe6d9,198.0,42.32,1149.0,66.32,"[145, 0, 279, 75]","[1096, 24, 1230, 99]",0.25
land,TRT000035-PRV000002,TRT000035,#f51cf3,84.59,36.42,1035.59,60.42,"[0, 1, 148, 77]","[951, 25, 1099, 101]",0.25
land,TRT000036-PRV000001,TRT000036,#58fe30,20.18,9.34,1570.18,36.34,"[0, 0, 50, 18]","[1550, 27, 1600, 45]",0.7
land,TRT000037-PRV000001,TRT000037,#321b25,18.53,3.63,2405.53,29.63,"[0, 0, 38, 9]","[2387, 26, 2425, 35]",0.72
ocean,TRT000038-PRV000001,TRT000038,#204f89,125.8,44.98,973.8,77.98,"[0, 0, 320, 88]","[848, 33, 1168, 121]",1.0
land,TRT000039-PRV000001,TRT000039,#ed6717,16.26,9.32,2446.26,34.32,"[0, 0, 35, 19]","[2430, 25, 2465, 44]",0.91
land,TRT000040-PRV000001,TRT000040,#2d2809,9.28,8.01,4113.28,58.01,"[0, 0, 19, 16]","[4104, 50, 4123, 66]",0.8
land,TRT000041-PRV000001,TRT000041,#9002f2,14.74,4.25,14.74,57.25,"[0, 0, 36, 10]","[0, 53, 36, 63]",0.25
land,TRT000042-PRV000001,TRT000042,#5a2737,9.61,5.56,5623.61,59.56,"[0, 0, 18, 11]","[5614, 54, 5632, 65]",0.95
land,TRT000043-PRV000001,TRT000043,#fe9f5f,20.92,6.89,2397.92,65.89,"[0, 0, 41, 13]","[2377, 59, 2418, 72]",0.78
land,TRT000044-PRV000001,TRT000044,#ec243b,91.41,22.07,3176.41,84.07,"[78, 7, 107, 37]","[3163, 69, 3192, 99]",2.23
land,TRT000044-PRV000002,TRT000044,#1b7460,148.39,10.26,3233.39,72.26,"[129, 1, 173, 29]","[3214, 63, 3258, 91]",2.23
land,TRT000044-PRV000003,TRT000044,#0fccaf,61.28,21.74,3146.28,83.74,"[42, 10, 79, 36]","[3127, 72, 3164, 98]",2.23
land,TRT000044-PRV000004,TRT000044,#1664b1,117.69,18.54,3202.69,80.54,"[101, 0, 135, 37]","[3186, 62, 3220, 99]",2.23
land,TRT000044-PRV000005,TRT000044,#14646f,23.58,31.45,3108.58,93.45,"[0, 17, 47, 47]","[3085, 79, 3132, 109]",2.23
land,TRT000045-PRV000001,TRT000045,#341b92,18.65,10.21,3274.65,74.21,"[0, 0, 43, 24]","[3256, 64, 3299, 88]",0.89
ocean,TRT000048-PRV000001,TRT000048,#1a03ae,13.81,6.24,3746.81,76.24,"[0, 0, 30, 13]","[3733, 70, 3763, 83]",0.65
land,TRT000046-PRV000001,TRT000046,#ceebe9,65.27,92.99,253.27,148.99,"[0, 66, 126, 118]","[188, 122, 314, 174]",0.25
land,TRT000046-PRV000002,TRT000046,#07908a,175.23,184.64,363.23,240.64,"[115, 135, 232, 245]","[303, 191, 420, 301]",0.25
land,TRT000046-PRV000003,TRT000046,#2f6581,117.21,55.79,305.21,111.79,"[22, 9, 177, 121]","[210, 65, 365, 177]",0.25
land,TRT000046-PRV000004,TRT000046,#6eec08,193.29,116.65,381.29,172.65,"[137, 76, 232, 167]","[325, 132, 420, 223]",0.25
land,TRT000046-PRV000005,TRT000046,#0958f8,96.02,155.22,284.02,211.22,"[29, 117, 148, 203]","[217, 173, 336, 259]",0.25
land,TRT000046-PRV000006,TRT000046,#eee79a,193.19,38.09,381.19,94.09,"[150, 0, 227, 77]","[338, 56, 415, 133]",0.25
land,TRT000047-PRV000001,TRT000047,#16adeb,56.66,43.66,465.66,106.66,"[0, 0, 110, 91]","[409, 63, 519, 154]",0.25
land,TRT000047-PRV000002,TRT000047,#191c24,89.77,134.61,498.77,197.61,"[37, 84, 134, 183]","[446, 147, 543, 246]",0.25
land,TRT000047-PRV000003,TRT000047,#55a954,141.21,98.24,550.21,161.24,"[96, 61, 199, 143]","[505, 124, 608, 206]",0.25
land,TRT000047-PRV000004,TRT000047,#b1a3d1,156.7,45.46,565.7,108.46,"[110, 12, 199, 92]","[519, 75, 608, 155]",0.25
land,TRT000047-PRV000005,TRT000047,#928691,36.36,120.27,445.36,183.27,"[6, 70, 77, 182]","[415, 133, 486, 245]",0.25
land,TRT000047-PRV000006,TRT000047,#c18c36,173.93,144.54,582.93,207.54,"[132, 99, 228, 176]","[541, 162, 637, 239]",0.25
land,TRT000050-PRV000001,TRT000050,#ebd710,22.09,7.7,1743.09,80.7,"[0, 0, 43, 19]","[1721, 73, 1764, 92]",0.4
land,TRT000051-PRV000001,TRT000051,#510fea,20.21,7.64,1978.21,79.64,"[0, 0, 45, 16]","[1958, 72, 2003, 88]",1.0
ocean,TRT000052-PRV000001,TRT000052,#2c4895,14.69,5.64,763.69,80.64,"[0, 0, 30, 12]","[749, 75, 779, 87]",0.7
ocean,TRT000049-PRV000001,TRT000049,#092376,216.8,216.79,1547.8,287.79,"[139, 158, 287, 301]","[1470, 229, 1618, 372]",1.0
ocean,TRT000049-PRV000002,TRT000049,#0416ab,196.9,116.71,1527.9,187.71,"[136, 60, 245, 165]","[1467, 131, 1576, 236]",1.0
ocean,TRT000049-PRV000003,TRT000049,#2f3a76,264.68,45.2,1595.68,116.2,"[191, 0, 354, 87]","[1522, 71, 1685, 158]",1.0
ocean,TRT000049-PRV000004,TRT000049,#053594,91.69,158.36,1422.69,229.36,"[0, 60, 169, 231]","[1331, 131, 1500, 302]",1.0
ocean,TRT000049-PRV000005,TRT000049,#354385,376.23,130.56,1707.23,201.56,"[335, 96, 418, 175]","[1666, 167, 1749, 246]",1.0
ocean,TRT000049-PRV000006,TRT000049,#2f4b7f,281.75,116.69,1612.75,187.69,"[240, 83, 339, 167]","[1571, 154, 1670, 238]",1.0
ocean,TRT000049-PRV000007,TRT000049,#16156a,434.59,158.32,1765.59,229.32,"[398, 128, 473, 190]","[1729, 199, 1804, 261]",1.0
ocean,TRT000053-PRV000001,TRT000053,#072c7c,10.85,3.17,5455.85,80.17,"[0, 0, 23, 7]","[5445, 77, 5468, 84]",1.0
land,TRT000054-PRV000001,TRT000054,#038cce,27.24,12.51,1291.24,91.51,"[0, 0, 53, 26]","[1264, 79, 1317, 105]",0.25
land,TRT000056-PRV000001,TRT000056,#74a8ff,55.69,39.28,3199.69,127.28,"[40, 28, 70, 56]","[3184, 116, 3214, 144]",2.23
land,TRT000056-PRV000002,TRT000056,#1d7388,79.96,37.79,3223.96,125.79,"[70, 19, 94, 55]","[3214, 107, 3238, 143]",2.23
land,TRT000056-PRV000003,TRT000056,#e3f088,73.2,56.94,3217.2,144.94,"[57, 45, 90, 71]","[3201, 133, 3234, 159]",2.23
land,TRT000056-PRV000004,TRT000056,#5e01bb,57.88,17.54,3201.88,105.54,"[37, 6, 80, 28]","[3181, 94, 3224, 116]",2.23
land,TRT000056-PRV000005,TRT000056,#0b264b,18.49,8.47,3162.49,96.47,"[0, 0, 40, 19]","[3144, 88, 3184, 107]",2.23
land,TRT000057-PRV000001,TRT000057,#b3c149,23.89,46.92,3242.89,122.92,"[9, 31, 36, 63]","[3228, 107, 3255, 139]",2.23
land,TRT000057-PRV000002,TRT000057,#e74749,28.79,9.84,3247.79,85.84,"[12, 0, 49, 26]","[3231, 76, 3268, 102]",2.23
land,TRT000057-PRV000003,TRT000057,#65eade,11.69,20.71,3230.69,96.71,"[0, 3, 26, 38]","[3219, 79, 3245, 114]",2.23
land,TRT000057-PRV000004,TRT000057,#536958,40.75,23.72,3259.75,99.72,"[26, 6, 57, 38]","[3245, 82, 3276, 114]",2.23
land,TRT000057-PRV000005,TRT000057,#188f02,47.95,46.05,3266.95,122.05,"[36, 33, 66, 60]","[3255, 109, 3285, 136]",2.23
land,TRT000058-PRV000001,TRT000058,#efb9b4,50.93,35.27,3270.93,170.27,"[32, 23, 73, 55]","[3252, 158, 3293, 190]",2.23
land,TRT000058-PRV000002,TRT000058,#47f19a,69.35,54.05,3289.35,189.05,"[52, 33, 90, 71]","[3272, 168, 3310, 206]",2.23
land,TRT000058-PRV000003,TRT000058,#74fcac,29.15,14.18,3249.15,149.18,"[11, 0, 43, 31]","[3231, 135, 3263, 166]",2.23
land,TRT000058-PRV000004,TRT000058,#0d80f0,15.43,30.86,3235.43,165.86,"[0, 13, 34, 51]","[3220, 148, 3254, 186]",2.23
land,TRT000058-PRV000005,TRT000058,#f8a770,52.0,10.6,3272.0,145.6,"[40, 0, 67, 24]","[3260, 135, 3287, 159]",2.23
land,TRT000058-PRV000006,TRT000058,#e67886,31.28,53.99,3251.28,188.99,"[15, 37, 52, 73]","[3235, 172, 3272, 208]",2.23
land,TRT000058-PRV000007,TRT000058,#c19873,44.72,72.01,3264.72,207.01,"[27, 56, 66, 90]","[3247, 191, 3286, 225]",2.23
land,TRT000059-PRV000001,TRT000059,#99ad97,59.59,57.59,3206.59,213.59,"[44, 40, 74, 76]","[3191, 196, 3221, 232]",2.23
land,TRT000059-PRV000002,TRT000059,#6942e7,28.66,50.1,3175.66,206.1,"[13, 39, 45, 65]","[3160, 195, 3192, 221]",2.23
land,TRT000059-PRV000003,TRT000059,#be8fb9,56.86,19.17,3203.86,175.17,"[40, 0, 76, 42]","[3187, 156, 3223, 198]",2.23
land,TRT000059-PRV000004,TRT000059,#c05ba4,10.59,38.28,3157.59,194.28,"[0, 25, 23, 53]","[3147, 181, 3170, 209]",2.23
land,TRT000059-PRV000005,TRT000059,#f6500f,33.3,29.39,3180.3,185.39,"[17, 13, 49, 45]","[3164, 169, 3196, 201]",2.23
land,TRT000059-PRV000006,TRT000059,#4d305d,87.68,58.15,3234.68,214.15,"[74, 42, 106, 73]","[3221, 198, 3253, 229]",2.23
land,TRT000059-PRV000007,TRT000059,#979409,76.16,32.74,3223.16,188.74,"[61, 9, 95, 49]","[3208, 165, 3242, 205]",2.23
land,TRT000059-PRV000008,TRT000059,#c2a920,13.72,64.0,3160.72,220.0,"[3, 52, 27, 76]","[3150, 208, 3174, 232]",2.23
land,TRT000059-PRV000009,TRT000059,#dfa8cf,38.47,67.92,3185.47,223.92,"[25, 53, 54, 79]","[3172, 209, 3201, 235]",2.23
ocean,TRT000060-PRV000001,TRT000060,#343570,20.66,16.47,1324.66,99.47,"[0, 0, 46, 41]","[1304, 83, 1350, 124]",0.95
ocean,TRT000061-PRV000001,TRT000061,#252c6a,12.68,5.63,3584.68,90.63,"[0, 0, 29, 13]","[3572, 85, 3601, 98]",0.42
land,TRT000062-PRV000001,TRT000062,#003740,12.37,7.75,4026.37,98.75,"[0, 0, 24, 20]","[4014, 91, 4038, 111]",0.7
land,TRT000063-PRV000001,TRT000063,#5d2c81,64.25,38.13,64.25,132.13,"[0, 0, 151, 73]","[0, 94, 151, 167]",0.25
land,TRT000064-PRV000001,TRT000064,#3227b9,154.97,126.46,1000.97,376.46,"[103, 85, 199, 157]","[949, 335, 1045, 407]",0.25
land,TRT000064-PRV000002,TRT000064,#b07887,122.11,83.5,968.11,333.5,"[85, 43, 173, 122]","[931, 293, 1019, 372]",0.25
land,TRT000064-PRV000003,TRT000064,#9c4dd1,54.13,120.07,900.13,370.07,"[0, 74, 105, 162]","[846, 324, 951, 412]",0.25
land,TRT000064-PRV000004,TRT000064,#cca46a,156.04,42.49,1002.04,292.49,"[116, 5, 192, 85]","[962, 255, 1038, 335]",0.25
land,TRT000064-PRV000005,TRT000064,#728c2d,82.15,44.37,928.15,294.37,"[36, 0, 118, 89]","[882, 250, 964, 339]",0.25
land,TRT000065-PRV000001,TRT000065,#b6e240,36.19,83.11,1068.19,306.11,"[0, 32, 90, 120]","[1032, 255, 1122, 343]",0.25
land,TRT000065-PRV000002,TRT000065,#a279d5,67.99,37.65,1099.99,260.65,"[7, 0, 119, 81]","[1039, 223, 1151, 304]",0.25
land,TRT000065-PRV000003,TRT000065,#932235,104.32,141.4,1136.32,364.4,"[71, 94, 138, 184]","[1103, 317, 1170, 407]",0.25
land,TRT000065-PRV000004,TRT000065,#259e39,161.55,145.46,1193.55,368.46,"[132, 97, 188, 184]","[1164, 320, 1220, 407]",0.25
land,TRT000065-PRV000005,TRT000065,#4aaf9e,43.16,151.16,1075.16,374.16,"[10, 117, 83, 184]","[1042, 340, 1115, 407]",0.25
land,TRT000065-PRV000006,TRT000065,#6f992b,138.68,74.82,1170.68,297.82,"[89, 28, 188, 115]","[1121, 251, 1220, 338]",0.25
land,TRT000066-PRV000001,TRT000066,#ae4e19,101.41,149.25,1319.41,373.25,"[57, 103, 139, 190]","[1275, 327, 1357, 414]",0.25
land,TRT000066-PRV000002,TRT000066,#3f74ba,131.4,81.29,1349.4,305.29,"[83, 29, 170, 126]","[1301, 253, 1388, 350]",0.25
land,TRT000066-PRV000003,TRT000066,#4da981,201.0,88.66,1419.0,312.66,"[168, 53, 263, 131]","[1386, 277, 1481, 355]",0.25
land,TRT000066-PRV000004,TRT000066,#8be95a,67.64,48.59,1285.64,272.59,"[2, 0, 122, 106]","[1220, 224, 1340, 330]",0.25
land,TRT000066-PRV000005,TRT000066,#316f2b,29.84,131.25,1247.84,355.25,"[0, 67, 75, 183]","[1218, 291, 1293, 407]",0.25
land,TRT000066-PRV000006,TRT000066,#444953,166.73,154.45,1384.73,378.45,"[137, 110, 204, 197]","[1355, 334, 1422, 421]",0.25
land,TRT000067-PRV000001,TRT000067,#c913e2,103.05,126.67,956.05,203.67,"[56, 68, 149, 179]","[909, 145, 1002, 256]",0.25
