region_id,region_type,color,pixel_count,parent_id,local_bbox_min_x,local_bbox_min_y,local_bbox_max_x,local_bbox_max_y,local_center_x,local_center_y,local_seed_x,local_seed_y,global_bbox_min_x,global_bbox_min_y,global_bbox_max_x,global_bbox_max_y,global_center_x,global_center_y,global_seed_x,global_seed_y
PRV000079,land,#5fa97f,493,TRT000024,75,72,118,92,92,80,92,75,2413,72,2456,92,2430,80,2430,75
PRV000080,land,#8989c6,1919,TRT000024,0,0,55,48,30,19,31,21,2338,0,2393,48,2368,19,2369,21
PRV000081,land,#9f4df3,1069,TRT000024,83,39,138,70,110,56,114,56,2421,39,2476,70,2448,56,2452,56
PRV000082,land,#af502e,1308,TRT000025,0,0,83,35,34,14,34,14,1317,12,1400,47,1351,26,1351,26
PRV000083,land,#83c49c,225,TRT000028,0,0,54,16,30,10,30,10,4486,11,4540,27,4516,21,4516,21
PRV000084,ocean,#344d72,7350,TRT000026,289,0,383,96,337,42,338,40,5450,0,5544,96,5498,42,5499,40
PRV000085,ocean,#344c6b,7051,TRT000026,207,0,296,85,252,41,253,44,5368,0,5457,85,5413,41,5414,44
PRV000086,ocean,#034676,7188,TRT000026,383,0,470,92,427,41,428,41,5544,0,5631,92,5588,41,5589,41
PRV000087,ocean,#392b93,7131,TRT000026,113,0,212,87,165,37,167,36,5274,0,5373,87,5326,37,5328,36
PRV000088,ocean,#0a12ab,6668,TRT000026,0,0,114,64,59,30,60,30,5161,0,5275,64,5220,30,5221,30
PRV000089,ocean,#25279a,12617,TRT000027,308,0,598,61,442,23,423,24,4877,0,5167,61,5011,23,4992,24
PRV000090,ocean,#0b45af,6180,TRT000027,127,0,311,65,233,20,196,15,4696,0,4880,65,4802,20,4765,15
PRV000091,ocean,#303a83,2625,TRT000027,0,0,128,29,73,11,59,10,4569,0,4697,29,4642,11,4628,10
PRV000092,ocean,#1c3892,247,TRT000029,0,0,44,11,22,5,22,5,5018,16,5062,27,5040,21,5040,21
PRV000093,land,#557648,1606,TRT000030,0,0,98,41,57,20,57,20,1208,15,1306,56,1265,35,1265,35
PRV000094,ocean,#11337c,193,TRT000032,0,0,35,13,18,5,18,5,1143,19,1178,32,1161,24,1161,24
PRV000095,land,#a02de7,2993,TRT000031,338,84,440,138,384,111,379,122,1744,101,1846,155,1790,128,1785,139
PRV000096,land,#06fc34,7409,TRT000031,228,104,396,187,315,143,305,139,1634,121,1802,204,1721,160,1711,156
PRV000097,land,#b84b67,4400,TRT000031,260,35,347,107,299,75,301,74,1666,52,1753,124,1705,92,1707,91
PRV000098,land,#6375f5,4845,TRT000031,156,16,270,86,216,47,227,53,1562,33,1676,103,1622,64,1633,70
PRV000099,land,#d613ec,7704,TRT000031,0,0,163,65,85,32,92,33,1406,17,1569,82,1491,49,1498,50
PRV000100,land,#9f94d9,551,TRT000033,0,0,71,14,34,7,34,7,1550,19,1621,33,1584,26,1584,26
PRV000101,land,#eeb46d,1517,TRT000034,0,0,88,46,45,24,45,24,3621,22,3709,68,3666,46,3666,46
PRV000102,land,#ebcb1f,4362,TRT000035,170,0,278,71,212,42,212,42,1121,24,1229,95,1163,66,1163,66
PRV000103,land,#bdad09,5749,TRT000035,28,7,173,77,122,46,135,43,979,31,1124,101,1073,70,1086,67
PRV000104,land,#886b13,3319,TRT000035,0,1,99,44,55,23,59,32,951,25,1050,68,1006,47,1010,56
PRV000105,land,#c472a9,173,TRT000036,0,0,49,17,20,9,20,9,1550,27,1599,44,1570,36,1570,36
PRV000106,land,#e24703,61,TRT000037,0,0,37,8,18,4,18,4,2387,26,2424,34,2405,30,2405,30
PRV000107,land,#35ad9a,93,TRT000038,0,0,34,18,16,9,16,9,2430,25,2464,43,2446,34,2446,34
PRV000108,ocean,#311693,195,TRT000039,0,0,35,10,15,5,15,5,0,52,35,62,15,57,15,57
PRV000109,land,#4e39ad,58,TRT000040,0,0,18,15,9,8,9,8,4104,50,4122,65,4113,58,4113,58
PRV000110,ocean,#1829a5,76,TRT000041,0,0,17,10,10,6,10,6,5614,54,5631,64,5624,60,5624,60
PRV000111,land,#7b68c9,107,TRT000042,0,0,40,12,21,7,21,7,2377,59,2417,71,2398,66,2398,66
PRV000112,land,#b75599,994,TRT000043,0,17,57,47,29,31,30,31,3084,78,3141,108,3113,92,3114,92
PRV000113,land,#8340f8,901,TRT000043,55,9,100,37,82,23,83,23,3139,70,3184,98,3166,84,3167,84
PRV000114,land,#ec0c36,1091,TRT000043,100,1,136,38,118,20,117,20,3184,62,3220,99,3202,81,3201,81
PRV000115,land,#dd7b27,584,TRT000043,133,0,176,23,154,10,152,10,3217,61,3260,84,3238,71,3236,71
PRV000116,land,#e445fe,300,TRT000044,0,0,42,24,19,11,19,11,3256,63,3298,87,3275,74,3275,74
PRV000117,land,#5709ff,6416,TRT000045,0,0,92,87,48,42,47,42,423,69,515,156,471,111,470,111
PRV000118,land,#45de8a,6072,TRT000045,2,72,97,176,49,117,55,114,425,141,520,245,472,186,478,183
PRV000119,land,#cec9d8,5444,TRT000045,91,6,184,78,134,37,136,37,514,75,607,147,557,106,559,106
PRV000120,land,#9f768f,3005,TRT000045,67,86,138,164,106,130,106,137,490,155,561,233,529,199,529,206
PRV000121,land,#f158e9,4055,TRT000045,98,54,184,126,148,90,149,94,521,123,607,195,571,159,572,163
PRV000122,land,#c64459,2389,TRT000045,135,112,213,169,165,144,167,146,558,181,636,238,588,213,590,215
PRV000123,land,#9df383,4683,TRT000046,86,55,207,157,149,104,153,98,303,198,424,300,366,247,370,241
PRV000124,land,#8fe561,5377,TRT000046,67,16,142,115,101,63,99,66,284,159,359,258,318,206,316,209
PRV000125,land,#298d44,2961,TRT000046,0,36,68,111,40,66,37,65,217,179,285,254,257,209,254,208
PRV000126,land,#58e827,5250,TRT000046,133,0,229,90,184,44,185,42,350,143,446,233,401,187,402,185
PRV000127,ocean,#37368b,95,TRT000048,0,0,29,12,14,6,14,6,3733,70,3762,82,3747,76,3747,76
PRV000128,land,#2996d0,7653,TRT000047,22,7,170,109,116,51,131,50,210,63,358,165,304,107,319,106
PRV000129,land,#e6cd19,3798,TRT000047,146,41,243,108,193,75,195,73,334,97,431,164,381,131,383,129
PRV000130,land,#9affa8,2891,TRT000047,0,63,120,111,64,91,68,83,188,119,308,167,252,147,256,139
PRV000131,land,#d71ae4,3698,TRT000047,161,0,246,63,208,28,208,26,349,56,434,119,396,84,396,82
PRV000132,ocean,#363270,115,TRT000049,0,0,42,18,22,8,22,8,1721,73,1763,91,1743,81,1743,81
PRV000133,land,#525198,273,TRT000050,0,0,44,15,20,8,20,8,1958,72,2002,87,1978,80,1978,80
PRV000134,ocean,#150d9a,62,TRT000051,0,0,29,11,15,6,15,6,749,75,778,86,764,81,764,81
PRV000135,ocean,#0f1d71,51,TRT000052,0,0,22,6,11,3,11,3,5445,77,5467,83,5456,80,5456,80
PRV000136,land,#871f3f,608,TRT000053,37,9,68,35,52,22,55,23,3182,96,3213,122,3197,109,3200,110
PRV000137,land,#c97532,520,TRT000053,41,31,70,58,55,43,53,43,3186,118,3215,145,3200,130,3198,130
PRV000138,land,#c38011,987,TRT000053,56,37,94,78,76,57,76,55,3201,124,3239,165,3221,144,3221,142
PRV000139,land,#ae8a2a,551,TRT000053,64,0,88,37,75,22,75,19,3209,87,3233,124,3220,109,3220,106
PRV000140,land,#005e56,274,TRT000053,0,2,39,19,18,10,21,10,3145,89,3184,106,3163,97,3166,97
PRV000141,land,#2d6641,421,TRT000054,45,18,73,47,57,35,58,35,3272,159,3300,188,3284,176,3285,176
PRV000142,land,#5d3bf2,524,TRT000054,50,42,82,69,63,53,62,54,3277,183,3309,210,3290,194,3289,195
PRV000143,land,#96e43e,494,TRT000054,27,16,53,42,39,28,40,27,3254,157,3280,183,3266,169,3267,168
PRV000144,land,#58f1f8,428,TRT000054,29,0,59,19,44,8,44,7,3256,141,3286,160,3271,149,3271,148
PRV000145,land,#300575,531,TRT000054,0,4,32,25,17,16,18,16,3227,145,3259,166,3244,157,3245,157
PRV000146,land,#ac7264,712,TRT000054,20,41,51,77,38,57,37,56,3247,182,3278,218,3265,198,3264,197
PRV000147,land,#e8315d,482,TRT000054,2,25,31,52,18,36,17,35,3229,166,3258,193,3245,177,3244,176
PRV000148,land,#4db6b9,828,TRT000055,8,0,44,37,25,19,25,21,3204,161,3240,198,3221,180,3221,182
PRV000149,land,#e25c05,403,TRT000055,0,53,29,72,15,62,15,62,3196,214,3225,233,3211,223,3211,223
PRV000150,land,#5e71b7,520,TRT000055,6,28,32,54,18,42,16,44,3202,189,3228,215,3214,203,3212,205
PRV000151,land,#f0f09a,506,TRT000055,28,44,63,66,42,56,42,56,3224,205,3259,227,3238,217,3238,217
PRV000152,land,#4dad2b,537,TRT000055,33,24,66,58,48,41,49,42,3229,185,3262,219,3244,202,3245,203
PRV000153,land,#4604ec,623,TRT000056,28,23,56,50,42,38,42,38,3175,182,3203,209,3189,197,3189,197
PRV000154,land,#d849bf,427,TRT000056,31,51,54,75,44,63,44,63,3178,210,3201,234,3191,222,3191,222
PRV000155,land,#c85774,453,TRT000056,18,43,38,75,27,58,27,58,3165,202,3185,234,3174,217,3174,217
PRV000156,land,#ba9f76,639,TRT000056,0,16,31,45,17,32,16,32,3147,175,3178,204,3164,191,3163,191
PRV000157,land,#250c4b,370,TRT000056,3,43,20,69,11,57,11,57,3150,202,3167,228,3158,216,3158,216
PRV000158,land,#d56cdf,597,TRT000056,28,0,63,29,48,15,48,15,3175,159,3210,188,3195,174,3195,174
PRV000159,land,#26673f,627,TRT000057,0,0,28,30,15,15,16,15,3221,77,3249,107,3236,92,3237,92
PRV000160,land,#eeb460,632,TRT000057,35,28,64,63,48,44,48,44,3256,105,3285,140,3269,121,3269,121
PRV000161,land,#e04de7,600,TRT000057,7,26,36,55,22,39,22,40,3228,103,3257,132,3243,116,3243,117
PRV000162,land,#44dcf7,493,TRT000057,14,46,48,68,30,59,31,59,3235,123,3269,145,3251,136,3252,136
PRV000163,land,#42a1af,523,TRT000057,25,0,53,30,37,13,38,12,3246,77,3274,107,3258,90,3259,89
PRV000164,land,#30153b,485,TRT000058,0,0,52,25,27,13,27,13,1264,79,1316,104,1291,92,1291,92
PRV000165,ocean,#21467e,519,TRT000059,0,0,45,40,21,16,21,16,1304,83,1349,123,1325,99,1325,99
PRV000166,ocean,#054e6e,183,TRT000060,0,0,28,12,13,6,13,6,3572,85,3600,97,3585,91,3585,91
PRV000167,land,#d0fe1f,90,TRT000061,0,0,23,19,12,8,12,8,4014,91,4037,110,4026,99,4026,99
PRV000168,land,#cec2a6,579,TRT000062,36,17,64,49,50,32,50,32,3026,230,3054,262,3040,245,3040,245
PRV000169,land,#9d8283,481,TRT000062,9,4,38,36,25,23,25,23,2999,217,3028,249,3015,236,3015,236
PRV000170,land,#337cf0,490,TRT000062,19,34,47,63,31,47,31,47,3009,247,3037,276,3021,260,3021,260
PRV000171,land,#13fe16,485,TRT000062,25,0,56,23,41,11,41,10,3015,213,3046,236,3031,224,3031,223
PRV000172,land,#67a7bb,444,TRT000062,0,29,23,64,13,45,13,44,2990,242,3013,277,3003,258,3003,257
PRV000173,land,#1070e8,470,TRT000063,5,31,37,52,22,42,22,42,3012,285,3044,306,3029,296,3029,296
PRV000174,land,#8b6888,579,TRT000063,33,17,67,41,49,29,48,29,3040,271,3074,295,3056,283,3055,283
PRV000175,land,#8384c3,563,TRT000063,0,9,35,34,21,23,20,24,3007,263,3042,288,3028,277,3027,278
PRV000176,land,#301ae0,586,TRT000063,32,0,69,23,51,12,51,11,3039,254,3076,277,3058,266,3058,265
PRV000177,land,#9e8e3e,525,TRT000064,23,34,46,72,32,52,32,52,3068,228,3091,266,3077,246,3077,246
PRV000178,land,#4d5c79,577,TRT000064,16,0,44,33,31,15,31,15,3061,194,3089,227,3076,209,3076,209
PRV000179,land,#31a391,611,TRT000064,0,12,31,40,14,29,15,29,3045,206,3076,234,3059,223,3060,223
PRV000180,land,#ce79ad,543,TRT000064,36,29,67,56,51,42,51,42,3081,223,3112,250,3096,236,3096,236
PRV000181,land,#3b8e52,340,TRT000064,4,41,24,64,16,50,15,51,3049,235,3069,258,3061,244,3060,245
PRV000182,land,#9fd747,673,TRT000065,36,37,68,68,54,51,53,51,3041,175,3073,206,3059,189,3058,189
PRV000183,land,#25e8b2,580,TRT000065,29,17,63,42,47,30,47,29,3034,155,3068,180,3052,168,3052,167
PRV000184,land,#5f4656,627,TRT000065,0,31,38,54,20,42,21,42,3005,169,3043,192,3025,180,3026,180
PRV000185,land,#2f66e0,582,TRT000065,0,46,30,75,14,61,16,61,3005,184,3035,213,3019,199,3021,199
PRV000186,land,#160ad1,506,TRT000065,23,52,53,80,37,67,37,69,3028,190,3058,218,3042,205,3042,207
PRV000187,land,#041ca0,345,TRT000065,26,0,58,24,43,14,44,12,3031,138,3063,162,3048,152,3049,150
PRV000188,land,#53a062,529,TRT000066,21,1,50,28,38,16,38,15,3069,101,3098,128,3086,116,3086,115
PRV000189,land,#2093c7,616,TRT000066,47,23,75,48,60,35,60,35,3095,123,3123,148,3108,135,3108,135
PRV000190,land,#bb8a08,558,TRT000066,20,24,46,51,34,37,33,37,3068,124,3094,151,3082,137,3081,137
PRV000191,land,#9ec80d,431,TRT000066,0,26,27,55,16,42,15,42,3048,126,3075,155,3064,142,3063,142
PRV000192,land,#2ffd1d,561,TRT000066,51,0,74,26,63,12,63,13,3099,100,3122,126,3111,112,3111,113
PRV000193,land,#e88dcb,446,TRT000067,53,3,78,35,64,22,64,21,3119,145,3144,177,3130,164,3130,163
PRV000194,land,#9358bf,483,TRT000067,31,19,60,44,45,31,47,29,3097,161,3126,186,3111,173,3113,171
PRV000195,land,#259eba,448,TRT000067,27,0,59,23,42,12,42,11,3093,142,3125,165,3108,154,3108,153
PRV000196,land,#edc404,597,TRT000067,5,30,38,57,21,43,21,43,3071,172,3104,199,3087,185,3087,185
PRV000197,land,#f96f41,680,TRT000067,0,8,32,35,16,21,17,21,3066,150,3098,177,3082,163,3083,163
PRV000198,land,#7144af,497,TRT000068,39,10,67,39,53,25,53,25,3162,102,3190,131,3176,117,3176,117
PRV000199,land,#6d81c5,504,TRT000068,19,0,46,31,31,16,31,16,3142,92,3169,123,3154,108,3154,108
PRV000200,land,#d46027,594,TRT000068,31,31,69,56,47,44,46,44,3154,123,3192,148,3170,136,3169,136
PRV000201,land,#daf048,639,TRT000068,1,42,33,75,17,56,17,56,3124,134,3156,167,3140,148,3140,148
PRV000202,land,#6c3d92,569,TRT000068,0,22,35,47,19,36,20,35,3123,114,3158,139,3142,128,3143,127
PRV000203,land,#d42c55,479,TRT000068,0,0,20,33,10,17,9,17,3123,92,3143,125,3133,109,3132,109
PRV000204,land,#aa91d2,4405,TRT000069,0,0,150,72,64,38,64,38,0,94,150,166,64,132,64,132
PRV000205,ocean,#233173,130,TRT000070,0,0,45,14,22,6,22,6,1116,94,1161,108,1138,100,1138,100
PRV000206,land,#3c1295,381,TRT000071,0,0,34,16,17,8,17,8,1606,104,1640,120,1623,112,1623,112
PRV000207,land,#e2690b,587,TRT000072,33,21,64,45,47,34,47,33,2928,200,2959,224,2942,213,2942,212
PRV000208,land,#f358d3,583,TRT000072,2,39,33,61,18,50,19,51,2897,218,2928,240,2913,229,2914,230
PRV000209,land,#dcd325,438,TRT000072,31,45,55,67,43,56,45,57,2926,224,2950,246,2938,235,2940,236
PRV000210,land,#d3c256,474,TRT000072,32,65,65,85,45,75,44,75,2927,244,2960,264,2940,254,2939,254
PRV000211,land,#6ea748,692,TRT000072,0,12,34,41,19,29,20,29,2895,191,2929,220,2914,208,2915,208
PRV000212,land,#47fb7e,467,TRT000072,8,61,33,85,21,71,21,72,2903,240,2928,264,2916,250,2916,251
PRV000213,land,#c4eefc,518,TRT000072,31,0,64,27,50,15,50,15,2926,179,2959,206,2945,194,2945,194
PRV000214,land,#a9aa25,430,TRT000072,51,37,69,73,61,56,61,54,2946,216,2964,252,2956,235,2956,233
PRV000215,land,#ebfd56,600,TRT000073,63,0,97,34,82,17,82,17,3041,102,3075,136,3060,119,3060,119
PRV000216,land,#63240b,583,TRT000073,44,20,74,56,58,37,57,39,3022,122,3052,158,3036,139,3035,141
PRV000217,land,#113271,668,TRT000073,0,52,51,81,24,66,27,65,2978,154,3029,183,3002,168,3005,167
PRV000218,land,#9b1124,532,TRT000073,29,33,59,68,44,52,40,47,3007,135,3037,170,3022,154,3018,149
PRV000219,land,#5e8c01,569,TRT000074,26,5,53,38,38,23,39,23,2980,173,3007,206,2992,191,2993,191
PRV000220,land,#4ae399,492,TRT000074,33,30,63,59,47,44,48,44,2987,198,3017,227,3001,212,3002,212
PRV000221,land,#2a492c,719,TRT000074,0,0,32,32,16,18,17,19,2954,168,2986,200,2970,186,2971,187
PRV000222,land,#c5e7d4,640,TRT000074,6,33,33,58,18,45,18,46,2960,201,2987,226,2972,213,2972,214
PRV000223,land,#669a90,579,TRT000074,27,50,57,82,40,64,40,63,2981,218,3011,250,2994,232,2994,231
PRV000224,land,#02ad3b,463,TRT000074,8,58,33,81,19,69,19,70,2962,226,2987,249,2973,237,2973,238
PRV000225,land,#31d9db,4805,TRT000075,9,84,94,162,57,128,59,129,723,159,808,237,771,203,773,204
PRV000226,land,#90c66e,3782,TRT000075,83,153,168,236,115,186,116,187,797,228,882,311,829,261,830,262
PRV000227,land,#de4ce5,4596,TRT000075,0,156,93,251,53,193,54,194,714,231,807,326,767,268,768,269
PRV000228,land,#c317da,4048,TRT000075,94,83,172,173,127,131,129,132,808,158,886,248,841,206,843,207
PRV000229,land,#1ee77b,4687,TRT000075,47,0,127,102,88,59,88,59,761,75,841,177,802,134,802,134
PRV000230,land,#ec41d2,5071,TRT000076,0,6,62,107,27,54,25,53,608,83,670,184,635,131,633,130
PRV000231,land,#a0e9e0,4945,TRT000076,50,63,144,152,100,98,95,93,658,140,752,229,708,175,703,170
PRV000232,land,#c25871,5799,TRT000076,0,91,114,174,51,134,54,135,608,168,722,251,659,211,662,212
PRV000233,land,#9d2cb1,3791,TRT000076,115,0,185,90,145,39,145,41,723,77,793,167,753,116,753,118
PRV000234,land,#8d289f,3172,TRT000076,49,5,120,66,87,36,89,34,657,82,728,143,695,113,697,111
PRV000235,land,#d529f4,3348,TRT000077,0,64,88,139,48,101,44,100,777,309,865,384,825,346,821,345
